wals code,name,latitude,longitude,genus,family,subfamily,iso codes
gsl,Greek Sign Language,38.5,22.0,Sign Languages,other,,gss
gso,Greenlandic (South),60.0,-44.0,Eskimo,Eskimo-Aleut,,kal
gtg,German (Thurgau),47.5833333333,9.16666666667,Germanic,Indo-European,,gsw
gth,German (Thuringian),51.0,11.0,Germanic,Indo-European,,deu
gti,German (Timisoara),45.75,21.25,Germanic,Indo-European,,deu
gto,Guató,-17.0,-58.0,Guató,Macro-Ge,,gta
gua,Guaraní,-26.0,-56.0,Tupi-Guaraní,Tupian,,gug
gud,Gude,10.4166666667,13.4166666667,Biu-Mandara,Afro-Asiatic,Chadic,gde
gue,Guere,6.66666666667,-7.75,Kru,Niger-Congo,,wec gxx
guf,Gupapuyngu,-12.0,136.0,Pama-Nyungan,Australian,,guf
gug,Gugada,-30.0,134.0,Pama-Nyungan,Australian,,ktd
guh,Guhu-Samane,-8.0,147.333333333,Binanderean,Trans-New Guinea,,ghs
guj,Gujarati,23.0,72.0,Indic,Indo-European,,guj
gul,Gula (in Central African Republic),9.5,22.5,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic,glu
gum,Gumbaynggir,-30.1666666667,152.5,Pama-Nyungan,Australian,,kgs
gun,Gunu,4.58333333333,11.25,Bantoid,Niger-Congo,Benue-Congo,yas
guq,Guaque,1.0,-72.0833333333,Cariban,Cariban,,
gur,Gurung,28.3333333333,84.3333333333,Bodic,Sino-Tibetan,Tibeto-Burman,gvr ggn
gus,Gusii,-0.75,34.8333333333,Bantoid,Niger-Congo,Benue-Congo,guz
gut,Gurma (Togo),10.75,0.666666666667,Gur,Niger-Congo,,gux
guu,Guugu Yimidhirr,-15.0,144.833333333,Pama-Nyungan,Australian,,kky
guw,Gungbe,6.5,2.5,Kwa,Niger-Congo,,guw
gvi,German (Viennese),48.1666666667,16.3333333333,Germanic,Indo-European,,bar
gwa,Gwari,9.5,7.0,Nupoid,Niger-Congo,Benue-Congo,gby gbr
gwe,German (Westphalian),52.0,7.5,Germanic,Indo-European,,wep
gwo,Gworok,9.91666666667,8.16666666667,Platoid,Niger-Congo,Benue-Congo,kcg
gyb,Guayabero,2.83333333333,-72.0,Guahiban,Guahiban,,guo
gyc,Gyarong (Cogtse),31.5,102.0,rGyalrong,Sino-Tibetan,Tibeto-Burman,jya
gzu,German (Zurich),47.4166666667,8.5,Germanic,Indo-European,,gsw
had,Hadza,-3.75,35.1666666667,Hadza,Hadza,,hts
hai,Haida,53.0,-132.0,Haida,Haida,,hax hdn
hak,Hakka,25.0,116.0,Chinese,Sino-Tibetan,,hak
hal,Halia,-5.25,154.666666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,hla
ham,Hamtai,-7.5,146.25,Angan,Trans-New Guinea,,hmt
han,Hani,23.0,103.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman,hni
har,Haruai,-5.08333333333,144.166666667,Upper Yuat,Upper Yuat,,tmd
hat,Hatam,-1.0,134.0,Hatam,West Papuan,,had
hau,Hausa,12.0,7.0,West Chadic,Afro-Asiatic,Chadic,hau
hav,Havasupai,35.75,-112.5,Yuman,Hokan,,yuf
haw,Hawaiian,19.5833333333,-155.5,Oceanic,Austronesian,Eastern Malayo-Polynesian,haw
hay,Hayu,27.25,86.0,Bodic,Sino-Tibetan,Tibeto-Burman,vay
hba,Hebrew (Modern Ashkenazic),31.75,35.1666666667,Semitic,Afro-Asiatic,,heb
hcr,Haitian Creole,19.0,-72.5,Creoles and Pidgins,other,,hat
hdi,Hdi,11.8666666667,13.7166666667,Biu-Mandara,Afro-Asiatic,Chadic,xed
heb,Hebrew (Modern),31.5,34.8333333333,Semitic,Afro-Asiatic,,heb
heh,Hehe,-8.0,36.0,Bantoid,Niger-Congo,Benue-Congo,heh
hei,Heiltsuk,52.0,-127.5,Northern Wakashan,Wakashan,,hei
hem,Hemba,-6.25,27.1666666667,Bantoid,Niger-Congo,Benue-Congo,hem
her,Herero,-20.5833333333,19.0,Bantoid,Niger-Congo,Benue-Congo,her
hhu,Hanga Hundi,-3.83333333333,142.916666667,Middle Sepik,Sepik,,wos
hia,Hianacoto,0.833333333333,-71.0,Cariban,Cariban,,cbd
hid,Hidatsa,47.0,-102.5,Siouan,Siouan,,hid
hil,Hiligaynon,10.25,123.0,Meso-Philippine,Austronesian,,hil
hin,Hindi,25.0,77.0,Indic,Indo-European,,hin
hix,Hixkaryana,-1.0,-59.0,Cariban,Cariban,,hix
hks,Hong Kong Sign Language,22.5,114.0,Sign Languages,other,,
hlb,Halbi,21.0,81.0,Indic,Indo-European,,hlb
hli,Halkomelem (Island),49.2,-123.0,Central Salish,Salishan,,hur
hln,Halang,14.5,107.5,Bahnaric,Austro-Asiatic,Mon-Khmer,hal
hlp,Hualapai,35.5,-113.75,Yuman,Hokan,,yuf
hlu,Halkomelem (Upriver),49.25,-121.916666667,Central Salish,Salishan,,hur
hma,Hmar,24.1666666667,93.0,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,hmr
hmb,Huambisa,-4.0,-78.0,Jivaroan,Jivaroan,,hub
hmd,Hmong Daw,26.0,105.0,Hmong-Mien,Hmong-Mien,,mww
hmi,Huitoto (Minica),-0.333333333333,-74.0,Huitoto,Huitotoan,,hto
hmo,Hmong Njua,28.0,105.0,Hmong-Mien,Hmong-Mien,,cqd hnj
hmr,Hamer,5.0,36.5,South Omotic,Afro-Asiatic,Omotic,amf
hmu,Huitoto (Muinane),-2.41666666667,-71.0,Huitoto,Huitotoan,,hux
hna,Mina,10.3333333333,13.8333333333,Biu-Mandara,Afro-Asiatic,Chadic,hna
hnd,Hunde,-1.16666666667,28.8333333333,Bantoid,Niger-Congo,Benue-Congo,hke
hnk,Hinukh,42.1666666667,46.0,Avar-Andic-Tsezic,Nakh-Daghestanian,Daghestanian,gin
hnn,Hanunóo,12.3333333333,121.25,Meso-Philippine,Austronesian,,hnn
hno,Haida (Northern),54.0,-132.5,Haida,Haida,,hdn
ho,Ho,22.0,86.0,Munda,Austro-Asiatic,,hoc
hoa,Hoava,-8.08333333333,157.5,Oceanic,Austronesian,Eastern Malayo-Polynesian,hoa
hok,Hokkien,25.0,118.0,Chinese,Sino-Tibetan,,nan
hol,Holoholo,-5.16666666667,29.9166666667,Bantoid,Niger-Congo,Benue-Congo,hoo
hop,Hopi,36.0,-110.0,Hopi,Uto-Aztecan,,hop
hpd,Hup,0.166666666667,-69.25,Nadahup,Nadahup,,jup
hre,Hre,14.6666666667,108.666666667,Bahnaric,Austro-Asiatic,Mon-Khmer,hre
hrr,Harari,9.25,42.1666666667,Semitic,Afro-Asiatic,,har
hrs,Harsusi,20.0,56.5,Semitic,Afro-Asiatic,,hss
hsl,Haisla,54.0,-128.75,Northern Wakashan,Wakashan,,has
htc,Huastec,22.0833333333,-99.3333333333,Mayan,Mayan,,hsf
htt,Huitoto,-1.0,-74.0,Huitoto,Huitotoan,,hto
hua,Hua,-6.33333333333,145.333333333,Eastern Highlands,Trans-New Guinea,,ygr
huc,=|Hoan,-25.5,25.0,=|Hoan,Khoisan,,huc
hui,Huichol,22.0,-104.0,Corachol,Uto-Aztecan,,hch
hum,Huitoto (Murui),-1.0,-73.5,Huitoto,Huitotoan,,huu
hun,Hungarian,47.0,20.0,Ugric,Uralic,Finno-Ugric,hun
hup,Hupa,41.0833333333,-123.666666667,Athapaskan,Na-Dene,,hup
hve,Huave (San Mateo del Mar),16.2166666667,-95.0,Huavean,Huavean,,huv
hwc,Hawaiian Creole,21.5,-158.0,Creoles and Pidgins,other,,hwc
hwr,Hawrami,35.75,45.5,Iranian,Indo-European,,hac
hya,Haya,-2.0,31.5,Bantoid,Niger-Congo,Benue-Congo,hay
hyo,Hyow,22.0833333333,92.4166666667,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,csh
hzb,Hunzib,42.1666666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Daghestanian,huz
iaa,Iaai,-20.4166666667,166.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,iai
iat,Iatmul,-4.25,143.25,Middle Sepik,Sepik,,ian
iau,Iau,-3.16666666667,137.5,Lakes Plain,Lakes Plain,,tmu
iba,Iban,2.0,112.0,Malayic,Austronesian,,iba
ibi,Ibibio,5.25,7.83333333333,Cross River,Niger-Congo,Benue-Congo,ibb
ibn,Ibanag,17.5,121.666666667,Northern Philippines,Austronesian,,ibg
ice,Icelandic,65.0,-17.0,Germanic,Indo-European,,isl
ics,Icelandic Sign Language,65.0,-18.0,Sign Languages,other,,icl
idn,Iduna,-9.33333333333,150.25,Oceanic,Austronesian,Eastern Malayo-Polynesian,viv
ido,Idoma,6.91666666667,7.5,Idomoid,Niger-Congo,Benue-Congo,idu
idu,Idu,29.3333333333,95.8333333333,Digaroan,Sino-Tibetan,Tibeto-Burman,clk
ifi,Italian (Fiorentino),43.75,11.25,Romance,Indo-European,,ita
ifm,Ifumu,-3.66666666667,15.3333333333,Bantoid,Niger-Congo,Benue-Congo,ifm
ifu,Ifugao (Batad),16.8333333333,121.083333333,Northern Philippines,Austronesian,,ifb
iga,Inga,1.0,-77.0,Quechuan,Quechuan,,inb
igb,Igbo,6.0,7.33333333333,Igboid,Niger-Congo,Benue-Congo,ibo
ige,Igede,7.0,8.16666666667,Idomoid,Niger-Congo,Benue-Congo,ige
ign,Ignaciano,-15.1666666667,-65.4166666667,Arawakan,Arawakan,,ign
igs,Ingessana,11.5,34.0,Eastern Jebel,Nilo-Saharan,Eastern Sudanic,tbi
iha,Iha,-2.91666666667,132.25,West Bomberai,West Bomberai,,ihp
iir,Indonesian (Papuan),-2.5,140.666666667,Malayic,Austronesian,,pmy
ijo,Ijo (Kolokuma),4.91666666667,5.66666666667,Ijoid,Niger-Congo,,ijc
ik,Ik,3.75,34.1666666667,Kuliak,Nilo-Saharan,Eastern Sudanic,ikx
ika,Ika,10.6666666667,-73.75,Aruak,Chibchan,,arh
ila,Ila,-15.5833333333,26.5,Bantoid,Niger-Congo,Benue-Congo,ilb
ill,Illinois,40.0,-90.0,Algonquian,Algic,,mia
ilo,Ilocano,16.0,121.0,Northern Philippines,Austronesian,,ilo
imo,Imonda,-3.33333333333,141.166666667,Border,Border,,imn
ina,Inanwatan,-2.08333333333,132.083333333,South Bird's Head,Marind,,szp
ind,Indonesian,0.0,106.0,Malayic,Austronesian,,ind
ing,Ingush,43.1666666667,45.0833333333,Nakh,Nakh-Daghestanian,,inh
inj,Indonesian (Jakarta),-6.16666666667,106.75,Malayic,Austronesian,,ind
inn,Innamincka,-27.75,140.75,Pama-Nyungan,Australian,,ynd
inr,Inuktitut (Rankin Inlet),63.0,-92.0,Eskimo,Eskimo-Aleut,,ikt
ins,Inuktitut (Salluit),62.0,-76.0,Eskimo,Eskimo-Aleut,,ike
inu,Iñupiaq,67.0,-161.0,Eskimo,Eskimo-Aleut,,esi
ipi,Indo-Pakistani Sign Language (Indian dialects),24.0,80.0,Sign Languages,other,,ins
ipk,Indo-Pakistani Sign Language (Karachi dialect),28.0,68.0,Sign Languages,other,,pks
iql,Inuktitut (Quebec-Labrador),62.0,-73.0,Eskimo,Eskimo-Aleut,,ike
iqu,Iquito,-3.25,-74.0,Zaparoan,Zaparoan,,iqu
ird,Irish (Donegal),55.0,-8.0,Celtic,Indo-European,,gle
iri,Irish,53.0,-8.0,Celtic,Indo-European,,gle
irm,Irish (Munster),52.5,-9.0,Celtic,Indo-European,,gle
irq,Iraqw,-4.0,35.5,Southern Cushitic,Afro-Asiatic,Cushitic,irk
irr,Irarutu,-3.0,133.5,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian,irh
irs,Irish Sign Language,53.5,-7.5,Sign Languages,other,,isg
irx,Iranxe,-13.0,-58.0,Arawakan,Arawakan,,irn
isa,I'saka,-2.83333333333,141.283333333,Krisa,Skou,,ksi
ise,Isekiri,5.66666666667,5.5,Defoid,Niger-Congo,Benue-Congo,its
ish,Ishkashmi,37.0,72.0,Iranian,Indo-European,,sgl
isi,Isirawa,-1.83333333333,138.5,Kwerba,Kwerba,,srl
isl,International Sign,40.0,-170.0,Sign Languages,other,,
isn,Isnag,18.25,121.0,Northern Philippines,Austronesian,,isd
iso,Isoko,5.5,6.25,Edoid,Niger-Congo,Benue-Congo,iso
iss,Israeli Sign Language,32.0,34.8333333333,Sign Languages,other,,isr
ita,Italian,43.0,12.0,Romance,Indo-European,,ita
itb,Italian (Bologna),44.5,11.3333333333,Romance,Indo-European,,eml
ite,Itelmen,57.0,157.5,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,,itl
itg,Italian (Genoa),44.4166666667,8.95,Romance,Indo-European,,lij
itn,Italian (Napolitanian),40.9166666667,14.25,Romance,Indo-European,,nap
ito,Itonama,-12.8333333333,-64.3333333333,Itonama,Itonama,,ito
itu,Italian (Turinese),45.0,7.66666666667,Romance,Indo-European,,pms
itw,Itawis,17.75,121.5,Northern Philippines,Austronesian,,itv
itz,Itzaj,17.0,-89.8333333333,Mayan,Mayan,,itz
iva,Ivatan,20.5,122.0,Northern Philippines,Austronesian,,ivv
ivs,Ivatan (Southern),20.3333333333,121.833333333,Northern Philippines,Austronesian,,ivv
iwa,Iwaidja,-11.5,132.666666667,Iwaidjan,Australian,,ibd
iwm,Iwam,-4.33333333333,142.0,Upper Sepik,Sepik,,iwm
ixc,Ixcatec,17.8333333333,-97.1666666667,Popolocan,Oto-Manguean,,ixc
ixi,Ixil,15.5,-91.0,Mayan,Mayan,,ixl ixi
izh,Izhor,59.0,29.0,Finnic,Uralic,Finno-Ugric,izh
izi,Izi,6.33333333333,8.0,Igboid,Niger-Congo,Benue-Congo,izi
jab,Jabêm,-6.58333333333,147.783333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,jae
jad,Jad,30.8333333333,79.0,Bodic,Sino-Tibetan,Tibeto-Burman,bod
jah,Jahai,5.75,101.5,Aslian,Austro-Asiatic,Mon-Khmer,jhi
jak,Jakaltek,15.6666666667,-91.6666666667,Mayan,Mayan,,jai jac
jam,Jaminjung,-15.0833333333,130.5,Jaminjungan,Australian,,djd
jaq,Jaqaru,-13.0,-76.0,Aymaran,Aymaran,,jqr
jar,Jarawa (in Nigeria),9.5,10.5,Bantoid,Niger-Congo,Benue-Congo,jar
jav,Javanese,-7.0,111.0,Javanese,Austronesian,,jav
jbt,Jabutí,-12.25,-62.25,Jabutí,Jabutí,,jbt
jcr,Jamaican Creole,18.1666666667,-77.25,Creoles and Pidgins,other,,jam
jeb,Jebero,-5.41666666667,-76.5,Cahuapanan,Cahuapanan,,jeb
jeh,Jeh,15.1666666667,107.833333333,Bahnaric,Austro-Asiatic,Mon-Khmer,jeh
jel,Jeli,9.5,-5.66666666667,Western Mande,Niger-Congo,Mande,
jem,Jemez,35.8333333333,-107.0,Kiowa-Tanoan,Kiowa-Tanoan,,tow
jia,Jiarong,31.5,102.0,rGyalrong,Sino-Tibetan,Tibeto-Burman,jya
jib,Jibbali,17.5,55.0,Semitic,Afro-Asiatic,,shv
jin,Jino,22.0,101.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman,jiy jiu
jiv,Jivaro,-2.5,-78.0,Jivaroan,Jivaroan,,jiv
jlu,Jur Luwo,8.0,28.0,Nilotic,Nilo-Saharan,Eastern Sudanic,lwo
jmm,Jamamadi,-7.5,-67.0,Arauan,Arauan,,jaa
jmo,Jur Mödö,6.0,30.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic,bex
jms,Jamsay,14.4166666667,-2.5,Dogon,Niger-Congo,,djm
jng,Jingpho,25.4166666667,97.0,Jinghpo,Sino-Tibetan,Tibeto-Burman,kac
joh,Johari,30.6666666667,80.0,Bodic,Sino-Tibetan,Tibeto-Burman,
jom,Jomang,10.5833333333,30.5,Talodi Proper,Niger-Congo,Kordofanian,tlo
jpn,Japanese,37.0,140.0,Japanese,Japanese,,jpn
jpr,Japreria,10.5,-73.0,Cariban,Cariban,,jru
jrn,Juruna,-5.0,-54.5,Tupi-Guaraní,Tupian,,jur
jrw,Jarawa (in Andamans),12.0,92.5833333333,South Andamanese,South Andamanese,,anq
jua,Juat,-31.0,115.5,Pama-Nyungan,Australian,,
jug,Jugli,27.5,96.3333333333,Northern Naga,Sino-Tibetan,Tibeto-Burman,nst
juh,Ju|'hoan,-19.0,21.0,Northern Khoisan,Khoisan,,ktz
juk,Jukun,6.91666666667,10.4166666667,Platoid,Niger-Congo,Benue-Congo,jbu
jum,Júma,-7.5,-64.0,Tupi-Guaraní,Tupian,,jua
jun,Juang,21.3333333333,86.0,Munda,Austro-Asiatic,,jun
jur,Jurchen,47.0,130.0,Tungusic,Altaic,,juc
jva,Javaé,-10.0,-50.3333333333,Karajá,Macro-Ge,,kpj
jwr,Jarawara,-7.5,-65.5,Arauan,Arauan,,jaa
kaa,Karó (Arára),-10.3333333333,-62.0,Ramarama,Tupian,,arr
kab,Kabardian,43.5,43.5,Northwest Caucasian,Northwest Caucasian,,kbd
kac,Kachari,26.5,91.0,Bodo-Garo,Sino-Tibetan,Tibeto-Burman,xac
kad,Kadugli,11.0,29.6666666667,Kadugli,Kadugli,,xtc
kae,Kaki Ae,-8.0,145.833333333,Tate,Eleman,,tbd
kag,Kayu Agung,-3.16666666667,104.916666667,Lampungic,Austronesian,,kge
kai,Kaian,-4.08333333333,144.75,Lower Ramu,Lower Sepik-Ramu,,kct
kaj,Kaure,-3.41666666667,140.083333333,Kaure,Kaure,,bpp
kak,Kamano-Kafe,-6.25,145.666666667,Eastern Highlands,Trans-New Guinea,,kbq
kal,Kalami,35.5,72.5,Indic,Indo-European,,gwc
kam,Kambera,-9.83333333333,120.166666667,Central Malayo-Polynesian,Austronesian,,xbr
kan,Kana,4.75,7.41666666667,Cross River,Niger-Congo,Benue-Congo,ogo
kao,Karao,16.5,120.833333333,Northern Philippines,Austronesian,,kyj
kap,Kela (Apoze),-7.41666666667,147.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,kcl
kaq,Kaurna,-34.25,138.5,Pama-Nyungan,Australian,,
kar,Kara (in Central African Republic),10.0,23.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic,kah
kas,Kashmiri,34.0,76.0,Indic,Indo-European,,kas
kat,Kâte,-6.5,147.75,Finisterre-Huon,Trans-New Guinea,,kmg
kau,Kaulong,-6.16666666667,149.666666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,pss
kaw,Kaiwá,-23.0,-55.0,Tupi-Guaraní,Tupian,,kgk
kay,Kayardild,-17.05,139.5,Tangkic,Australian,,gyd
kaz,Kazakh,50.0,70.0,Turkic,Altaic,,kaz
kba,Kamba,-1.5,38.0,Bantoid,Niger-Congo,Benue-Congo,kam
kbi,Kabui,24.8333333333,94.0,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,nkf
kbl,Kabyle,36.5,5.0,Berber,Afro-Asiatic,,kab
kbo,Kambot,-4.25,144.133333333,Botin,Lower Sepik-Ramu,,kbx
kbr,Kayan (Baram),3.5,114.5,Kayan-Murik,Austronesian,,kys
kbt,Kabatei,36.75,49.4166666667,Iranian,Indo-European,,xkp
kbu,Kanembu,14.0,15.0,Western Saharan,Nilo-Saharan,Saharan,kbl
kbw,Karen (Bwe),19.5,97.0,Karen,Sino-Tibetan,Tibeto-Burman,bwe
kby,Kabiyé,9.66666666667,1.16666666667,Gur,Niger-Congo,,kbp
kch,Koyra Chiini,17.0,-3.0,Songhay,Nilo-Saharan,,khq
kda,Konda,19.5,83.0,South-Central Dravidian,Dravidian,,kfc
kdg,Karipuna do Guapore,-10.0,-65.0,Panoan,Panoan,,kuq
kdw,Kadiwéu,-20.0,-57.0,Guaicuruan,Guaicuruan,,kbc
kdz,Kadazan,5.91666666667,117.166666667,Northwest Malayo-Polynesian,Austronesian,,kzj
kea,Kanjobal (Eastern),15.3333333333,-91.6666666667,Mayan,Mayan,,kjb
ked,Kedang,-8.25,123.75,Central Malayo-Polynesian,Austronesian,,ksx
kef,Kefa,7.25,36.25,South Omotic,Afro-Asiatic,Omotic,kbr
kei,Kei,-5.83333333333,132.916666667,Central Malayo-Polynesian,Austronesian,,kei
kek,K'ekchí,16.0,-89.8333333333,Mayan,Mayan,,kek
kel,Kele,-2.08333333333,147.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,sbc
kem,Kemant,12.6666666667,37.4166666667,Central Cushitic,Afro-Asiatic,Cushitic,ahg
ken,Kenga,12.0,18.0,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic,kyq
keo,Ke'o,-8.83333333333,121.25,Central Malayo-Polynesian,Austronesian,,xxk
ker,Kera,9.83333333333,15.0833333333,East Chadic,Afro-Asiatic,Chadic,ker
ket,Ket,64.0,87.0,Yeniseian,Yeniseian,,ket
keu,Kenyah (Uma' Lung),3.0,115.833333333,Northwest Malayo-Polynesian,Austronesian,,
kew,Kewa,-6.5,143.833333333,Engan,Trans-New Guinea,,kjs kew
kfc,Kriol (Fitzroy Crossing),-18.1666666667,125.583333333,Creoles and Pidgins,other,,
kfe,Koromfe,14.25,-0.916666666667,Gur,Niger-Congo,,kfz
kfy,Kirghiz (Fu-Yu),47.75,124.416666667,Turkic,Altaic,,kir
kga,Kinga,-9.0,34.0,Bantoid,Niger-Congo,Benue-Congo,zga
kgi,Konyagi,12.5,-13.25,Northern Atlantic,Niger-Congo,Atlantic,cou
kgl,Kaugel,-6.0,144.0,Chimbu,Trans-New Guinea,,ubu
kgm,Kagoma,9.25,8.16666666667,Platoid,Niger-Congo,Benue-Congo,kdm
kgr,Kaguru,-6.33333333333,37.0,Bantoid,Niger-Congo,Benue-Congo,kki
kgt,Kangiryuarmiut,68.3333333333,-133.75,Eskimo,Eskimo-Aleut,,ikt
kgu,Kalkatungu,-21.0,139.5,Pama-Nyungan,Australian,,ktg
kgy,Kyirong,28.4166666667,85.3333333333,Bodic,Sino-Tibetan,Tibeto-Burman,kgy
kgz,Kirghiz,42.0,75.0,Turkic,Altaic,,kir
kha,Khalkha,47.0,105.0,Mongolic,Altaic,,khk
khd,Kham (Dege),31.8333333333,98.5833333333,Bodic,Sino-Tibetan,Tibeto-Burman,khg
khg,Khaling,27.5,86.6666666667,Bodic,Sino-Tibetan,Tibeto-Burman,klr
khi,Khinalug,41.1666666667,48.0833333333,Lezgic,Nakh-Daghestanian,Daghestanian,kjj
khk,Khakas,53.0,90.0,Turkic,Altaic,,kjh
khl,Khalaj,35.0,50.0,Turkic,Altaic,,klj
khm,Khmer,12.5,105.0,Khmer,Austro-Asiatic,Mon-Khmer,khm
khn,Khün,21.0,100.0,Kam-Tai,Tai-Kadai,,kkh
kho,Khoekhoe,-25.5,18.0,Central Khoisan,Khoisan,,naq
khr,Kharia,22.5,84.3333333333,Munda,Austro-Asiatic,,khr
khs,Khasi,25.5,92.0,Khasian,Austro-Asiatic,Mon-Khmer,kha
khu,Khumi,21.9166666667,92.4166666667,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,cnk
khv,Khvarshi,42.25,46.1666666667,Avar-Andic-Tsezic,Nakh-Daghestanian,Daghestanian,khv
khw,Khowar,36.0,72.0,Indic,Indo-European,,khw
kic,Kickapoo,42.25,-84.0,Algonquian,Algic,,kic
kie,Kire,-4.25,144.75,Mikarew,Lower Sepik-Ramu,,geb
kij,Kitja,-17.5,127.75,Djeragan,Australian,,gia
kik,Kikuyu,-0.75,36.75,Bantoid,Niger-Congo,Benue-Congo,kik
kil,Kiluba,-8.0,26.0,Bantoid,Niger-Congo,Benue-Congo,lub
kim,Kimaghama,-8.0,138.5,Kolopom,Kolopom,,kig
kin,Kinyarwanda,-2.0,30.0,Bantoid,Niger-Congo,Benue-Congo,kin
kio,Kiowa,37.0,-99.0,Kiowa-Tanoan,Kiowa-Tanoan,,kio
kiq,Kalmyk (Issyk-Kul),42.4166666667,78.3333333333,Mongolic,Altaic,,xal
kir,Kirma,10.25,-4.83333333333,Gur,Niger-Congo,,cme
kis,Kisi,8.83333333333,-10.1666666667,Southern Atlantic,Niger-Congo,Atlantic,kss kqs
kit,Kitsai,31.8333333333,-96.5,Caddoan,Caddoan,,kii
kiu,Kui (in Indonesia),-8.43333333333,124.55,Greater Alor,Timor-Alor-Pantar,,kvd
kiw,Kiwai,-8.0,143.5,Kiwaian,Kiwaian,,kjd kiw
kje,Koreguaje,1.0,-75.5,Tucanoan,Tucanoan,,coe
kji,Kurmanji,38.0,42.0,Iranian,Indo-European,,kmr
kjn,Kunjen,-16.5,142.5,Pama-Nyungan,Australian,,kjn
kjo,Konjo,-5.46666666667,120.333333333,Sulawesi,Austronesian,,kjc
kjr,Koyra,5.83333333333,37.8333333333,North Omotic,Afro-Asiatic,Omotic,kqy
kkb,Konkomba,10.0,0.0833333333333,Gur,Niger-Congo,,xon
kkl,Kata Kolok,-8.25,115.166666667,Sign Languages,other,,bqy
kkn,Konkani,15.25,74.0,Indic,Indo-European,,knn
kko,Koranko,9.33333333333,-11.25,Western Mande,Niger-Congo,Mande,knk
kkp,Karakalpak,43.0,60.0,Turkic,Altaic,,kaa
kkq,Kuikúro,-12.4166666667,-53.0833333333,Cariban,Cariban,,kui
kkr,Kirikiri,-3.0,137.166666667,Lakes Plain,Lakes Plain,,kiy
kkt,Kokota,-8.0,159.133333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,kkk
kku,Korku,22.5,78.5,Munda,Austro-Asiatic,,kfq
kkv,Kaliai-Kove,-5.58333333333,149.666666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,kvc khl
kkw,Karankawa,28.0,-97.0,Karankawa,Karankawa,,zkk
kky,Kankanay,16.75,120.583333333,Northern Philippines,Austronesian,,kne
kkz,Kokni,20.75,73.5,Indic,Indo-European,,kex
kla,Klao,4.75,-8.75,Kru,Niger-Congo,,klu
klb,Kilba,10.3333333333,13.1666666667,Biu-Mandara,Afro-Asiatic,Chadic,hbb
klg,Kulung,27.5,87.0,Bodic,Sino-Tibetan,Tibeto-Burman,kle
klh,Kalasha,35.0,72.0,Indic,Indo-European,,kls
kli,Kaili,-1.16666666667,120.0,Sulawesi,Austronesian,,lew
klk,Koh (Lakka),8.0,15.5,Adamawa,Niger-Congo,Adamawa-Ubangi,xuo
kll,Kaluli,-6.5,142.75,Bosavi,Bosavi,,bco
klm,Klamath,42.5,-121.5,Klamath-Modoc,Penutian,,kla
kln,Kolana,-8.25,125.116666667,Kolana-Tanglapui,Timor-Alor-Pantar,,kvw
klp,Kalapuya,44.5,-123.0,Kalapuyan,Kalapuyan,,kyl
klq,Kalam,-5.25,144.583333333,Madang,Trans-New Guinea,,kmh
klr,Koluri,37.0,48.0,Iranian,Indo-European,,shm
kls,Kalispel,48.0,-117.0,Interior Salish,Salishan,,fla
klt,Kelabit,3.66666666667,115.416666667,Northwest Malayo-Polynesian,Austronesian,,kzi
klv,Kilivila,-8.5,151.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,kij
klw,Kiliwa,31.3333333333,-115.666666667,Yuman,Hokan,,klb
kly,Kala Lagaw Ya,-10.1166666667,142.116666667,Pama-Nyungan,Australian,,mwp
klz,Kalanga,-20.5,27.5,Bantoid,Niger-Congo,Benue-Congo,kck
kma,Kamaiurá,-12.0833333333,-52.5833333333,Tupi-Guaraní,Tupian,,kay
kmb,Kombai,-5.58333333333,140.0,Awju-Dumut,Trans-New Guinea,,wng tyn
kmh,Kham,28.5,82.75,Bodic,Sino-Tibetan,Tibeto-Burman,kgj
kmi,Kami,-6.75,38.0,Bantoid,Niger-Congo,Benue-Congo,kcu
kmj,Karimojong,3.0,34.1666666667,Nilotic,Nilo-Saharan,Eastern Sudanic,kdj
kmk,Kalmyk,44.0,83.0,Mongolic,Altaic,,xal
