wals_code,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,10B,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y
mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,1,,2,,,,6,,,,,,,,,2,,,,,,,,,,,,,2,,1,2,,,2,2,4,2,1,,1,,,,,2,2,2,1,,4,4,,,,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,2,4,20,,6,,,,,,,,,10,,,,4,4,8,2,,,,,,
mea,,,,,,,,,,,,,,,1,7,1,5,,,,,,,,,,,5,,,,,,,2,,,,1,2,,,,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,1,2,1,2,1,2,2,2,1,,1,,,,,,2,2,1,4,4,4,,,,2,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,1,4,4,6,,4,,,,4,8,7,1,,,,,,,,,,,,,,
aik,3,2,3,4,2,1,1,3,3,,,2,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meb,,,,,,,,,,,,,,,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
men,,,,,,,,,,,,,,,1,5,2,2,,,,,,,,,,,4,1,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,7,,3,3,6,5,1,3,1,1,1,,1,,,,,,6,1,1,5,5,5,,,,3,,,,,,,,,,,,2,6,,,,2,,1,1,1,3,,,,,,,,,2,,,,,,,,,,,,,,,,14,2,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
mei,4,2,3,2,2,1,1,2,1,2,,1,2,2,,,,,1,1,1,1,1,3,2,2,2,2,3,1,4,1,1,1,1,,,8,2,2,2,3,,1,2,1,2,6,1,1,1,2,6,2,6,2,5,2,,2,1,2,1,1,4,,8,1,2,2,4,2,2,2,4,4,1,1,,1,3,3,2,4,5,1,,,1,1,,1,1,3,2,2,2,1,,,,,,,2,2,5,1,1,5,2,2,1,5,1,1,1,1,2,2,3,4,3,4,,2,1,3,5,,1,2,1,1,1,,4,4,1,3,3,3,1,,,,2,,,,,1,1,1,1,,,,,3,4,,,,4,2,4,20,,,,,,,,,,,21,,,,,,,,,,,,,
meh,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,5,4,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,4,1,3,,,2,1,3,,,,,,7,3,3,2,,2,2,2,,3,1,,1,,,,,,6,1,1,4,4,4,,,,2,,,,,,,,,,,,,2,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,4,1,4,16,6,,13,11,,,4,8,7,1,,,,,,,,,15,,9,6,1,
mek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,1,1,5,1,1,2,1,,5,,,,,1,,,2,1,1,1,5,2,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,1,4,8,4,,,,,,,,,,4,,,,4,4,8,1,,,,,,
mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,1,1,,,1,1,,1,,,,,,,,,6,2,1,,,1,,,,,,,,,,,,,,,,,2,,,,6,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,1,4,4,21,,,,,,,,,,,14,,,,,,,11,,,,,,
mey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,2,2,2,,,,,,,,,2,2,,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mly,,,,,,,,,,,,,,,1,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gll,,,,,,,,,1,,,,,,6,8,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,7,,,,5,5,,,,,,,,,,,,,,9,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,1,,1,1,2,2,2,,,,,,,,2,6,,,1,,2,,,,2,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,2,4,20,,,,,,,,,,,6,,,,4,4,8,2,,,,,,
gla,4,3,3,3,1,2,1,2,,,,1,2,3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,2,,2,2,1,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,1,4,4,6,,4,,,,4,8,7,1,,,,,,,,,,,,,,
glc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akw,1,3,1,4,2,1,1,1,,,,1,2,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sla,4,2,4,3,1,1,6,4,3,1,,1,2,2,1,7,6,5,1,1,1,5,1,5,1,1,1,2,6,3,1,3,,,,2,,4,3,5,5,3,,3,2,1,6,6,1,2,,3,1,1,9,2,6,,,,1,2,1,3,,,8,1,2,1,2,1,3,1,5,,1,2,3,3,3,2,4,2,5,5,1,,1,1,3,1,1,2,1,2,7,,3,3,,,,,1,2,5,1,5,2,1,1,2,2,5,4,3,1,2,1,3,4,8,5,,2,2,1,7,1,1,,1,1,1,,2,2,2,1,1,1,1,2,2,,1,7,4,1,1,1,1,1,1,,,,,,2,,,,4,1,4,8,4,,,,,,,,,,4,,,,4,4,8,1,,,,,,
akk,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,5,,,,,,,,3,2,,,,1,,1,1,,1,1,2,2,2,2,1,,,,,,3,2,2,2,1,1,2,,,,,,,,1,,,,,,,,,4,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,7,3,,,,,,,,,,3,,,,4,4,1,11,,,,,,
ako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akn,1,3,2,2,2,1,1,1,,,,1,2,2,,,,,1,1,,,,,,,,,6,1,,,,,,6,,,1,2,,,,,,,,,,,,,,,9,,,2,,,1,,,,,,,2,,1,4,1,3,1,2,1,,,2,3,3,,,,,,2,,1,2,,4,1,2,2,2,,,,,,,,2,5,2,5,5,,4,,,,,,,,2,,,,,,,,,1,,,,1,3,3,1,1,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,3,,,,2,4,4,20,,,5,,,,4,2,7,4,,,,,,,,,,,,,,
akm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akl,,,,,,,,,,,,,,,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akc,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akb,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aka,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dre,4,3,3,4,2,1,1,2,1,2,,1,2,1,2,8,1,1,1,5,,,,,,,,,1,1,1,1,,,,7,,5,,1,,5,,1,2,1,,2,,,2,2,1,1,9,2,6,,1,,2,2,1,2,,,,,2,,,,,5,5,4,4,2,2,3,3,1,1,,,,7,4,3,2,,2,2,2,2,1,1,,1,,,,,2,1,2,1,4,4,4,6,6,1,1,1,1,1,4,,1,,,,,,2,4,1,7,,1,,,,,,,,1,1,1,1,1,2,2,,3,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,13,12,,,1,8,7,4,,,,,,,,,16,,1,6,4,
drg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,2,,,,,,3,1,,,,,,,,,1,,,2,1,3,4,,,,6,2,,,1,,,,,,,,,1,,,,,,,,,1,,1,1,,1,1,1,,1,2,1,,,,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,8,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,1,1,2,2,2,,,,,,,,2,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brw,3,3,1,2,4,1,1,2,,,,1,3,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brs,,,,,,,,,3,1,,,,,,,,,,,1,1,1,3,3,1,5,2,2,3,1,3,3,2,2,2,6,8,3,,,5,,1,3,1,3,3,1,,,2,2,2,1,1,1,,,,4,1,1,2,,,1,,,2,2,2,4,2,4,1,1,2,2,3,3,3,3,4,5,2,7,,3,1,4,1,1,3,1,1,1,,1,,,,,,6,1,4,1,2,5,2,2,2,2,2,6,1,3,,2,3,4,8,5,,2,1,1,7,4,2,,3,2,1,,4,4,,3,3,3,1,2,2,,6,,,,,1,1,1,2,,,,,,4,,,,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
brr,1,3,1,2,2,1,1,1,3,,,1,1,1,,,,,3,1,,5,6,3,1,1,5,2,3,,,,,,,,,,,,,,,,,,,6,,,,4,,,1,,,,,,1,2,1,3,,,,,,,,,,2,5,4,4,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,1,,,,,,,2,2,5,3,2,,,1,,,,,,2,1,3,3,,,3,1,1,2,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,4,,,,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
brp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,9,,,,1,4,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,5,,2,2,2,2,1,,1,,,,,2,1,2,,,2,2,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,6,2,,,,,,,,,,2,,,,4,1,8,11,,,,,,
bro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,3,4,,,,,,,4,,,,2,,,,,,,,,2,,,,6,5,,,,,,,,2,,,,,,,,,,,,,2,,1,2,6,4,2,2,4,2,1,,1,,,,,2,6,2,,5,4,4,,,2,4,2,2,1,,,2,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,2,4,20,,,6,,,,4,8,2,4,,,,,,,,,,,,,,
brm,4,3,3,4,2,1,1,2,1,2,,1,2,3,,,,,1,5,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,7,,2,1,5,5,2,,1,2,,1,3,4,,1,2,7,2,1,,8,4,3,3,,2,1,1,3,2,5,2,,2,4,2,2,2,5,2,4,2,3,3,2,1,1,4,5,1,1,,1,1,6,1,1,2,1,2,2,1,,,,,,1,6,2,4,1,1,2,2,2,1,5,1,1,1,2,1,2,3,4,8,5,2,4,6,2,3,1,2,1,1,1,2,1,4,4,1,,,,,,,,1,,,,,1,1,1,1,3,,,,,14,3,,,2,1,4,18,4,,,,,,,,,,16,,5,,4,4,6,5,,,,,,
brl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,2,1,2,2,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,4,4,20,,,,,,,,,,,5,,,,4,4,2,11,,,,,,
brk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bri,2,2,3,4,2,1,1,1,3,,,1,,,,,,,1,1,,,,,4,4,5,2,2,,1,1,,,,2,,4,,,,5,,1,,,,6,1,,,2,9,3,9,,,,,,4,,,,,,,1,,,,,,2,,4,,,,2,,,,,,,1,,1,1,5,1,1,2,2,2,,,,,,,,3,,,,1,,2,4,4,1,,1,1,1,,,2,,,,,,,2,,,,,4,3,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,4,4,21,,,,,,,,,,,14,,,,,,,11,,,,,,
brh,3,2,4,4,2,1,1,2,3,2,,1,3,1,,,,,1,1,1,1,2,2,2,2,2,2,2,,4,3,1,1,1,2,6,4,2,,,3,,3,,,4,6,1,3,1,2,8,2,1,2,5,2,1,1,2,2,1,1,,,,,1,1,1,2,3,2,1,,4,2,1,2,3,1,1,1,5,1,,,,,,1,,1,1,,1,,1,,,,,,,2,,,5,,2,2,2,2,2,3,1,,,2,3,4,8,5,,2,1,3,3,1,,,,,,,4,,,2,1,1,1,,,,1,,,,,,,,,,,,,,4,,,,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
brf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,6,,,,1,2,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,1,2,1,2,2,2,2,1,1,,1,,,,,,1,1,1,4,4,4,,,,2,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
bre,4,3,3,4,2,1,1,2,,,,2,3,1,6,8,1,,1,1,,,,,,,,,3,,,,,,,2,,,,1,1,,,,,,,,2,,,,,,7,1,7,,,,2,,,,,,,1,,,,,,2,1,,,,,,,1,1,,,,2,,2,2,,2,2,2,2,1,1,,1,,,,,3,1,1,1,4,4,4,,,,2,,,,,,,,,,,,,6,,,,1,1,2,2,1,1,,,,,,,,2,2,,,,,,,,,,,2,,,,,14,13,,,1,1,4,18,,,14,,12,,4,5,5,4,,,,,,,,,,,,,,
brd,2,1,3,1,1,1,1,2,,,,1,3,1,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brb,2,3,2,4,2,1,1,2,,,,1,,3,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bra,3,3,2,1,1,1,3,2,,,,1,3,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,2,2,2,2,2,,,,,,,,,2,2,,4,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
dng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dni,1,3,1,1,1,1,1,2,2,,,1,2,1,7,8,1,1,1,1,1,5,1,4,1,3,5,2,2,,1,2,1,1,1,,,5,1,5,5,3,,3,,,3,6,1,,,3,6,2,1,2,,,,,1,1,1,2,,,,,,1,2,1,4,2,1,4,1,2,1,2,2,2,4,4,5,1,1,,1,1,,1,1,,2,,1,,1,,,,,,6,,5,1,2,,4,4,2,2,5,2,3,,1,2,3,4,3,2,,,2,3,1,,2,,,,,,4,,,3,3,2,,,,,,,,,,1,1,1,1,,,,,,2,,,,4,1,4,8,4,,,,,,,,,,4,,,,4,4,8,1,,,,,,
mwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dnw,3,3,3,4,2,1,3,2,,,,1,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ora,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,2,,,2,2,,,,,,,,,6,1,,4,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wmn,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nkb,,,,,,,,,,,,,,,6,8,1,1,,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,1,,,2,2,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kgr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,2,,2,2,2,1,,1,,,,,2,,,,4,4,4,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
